circuit,mode,lambda,coverage_proxy_mode,segment_window,ratio,k,coverage_proxy,coverage_loss,toggles,activity,max_stress,stress_variance,stress_imbalance,max_segment_stress,segment_variance,hotspot_count,tradeoff_score,pareto_cov_maxstress,pareto_cov_activity,selection_time_ms,simulation_time_ms
s1196,co_wear_leveling,0.250000,combined,16,0.400000,7,0.702227,0.297773,3059,0.465885,0.519190,0.000673,0.114416,0.465885,0.000000,0,-0.161435,1,1,0.041,0.141
s1196,co_wear_leveling,0.250000,combined,16,0.450000,8,0.776084,0.223916,4051,0.472365,0.530784,0.000924,0.123673,0.472365,0.000000,0,-0.110137,1,0,0.049,0.209
s1196,co_wear_leveling,0.250000,combined,16,0.500000,9,0.830012,0.169988,5069,0.467017,0.564677,0.003217,0.209114,0.467017,0.000000,0,-0.145248,0,0,0.057,0.243
s1196,co_wear_leveling,0.250000,combined,16,0.550000,10,0.883939,0.116061,6634,0.495075,0.575373,0.002232,0.162195,0.495075,0.000000,0,-0.096902,0,0,0.062,0.299
s1196,co_wear_leveling,0.250000,combined,16,0.600000,11,0.915592,0.084408,7844,0.483779,0.552917,0.002248,0.142912,0.483779,0.000000,0,-0.037111,0,0,0.073,0.384
s1196,co_wear_leveling,0.250000,combined,16,0.650000,12,0.942556,0.057444,9178,0.475643,0.552861,0.002421,0.162345,0.475643,0.000000,0,-0.007810,0,0,0.077,0.445
s1196,co_wear_leveling,0.250000,combined,16,0.700000,13,0.962485,0.037515,10727,0.473682,0.537887,0.002058,0.135546,0.473682,0.000000,0,0.036652,0,0,0.081,0.521
s1196,co_wear_leveling,0.250000,combined,16,0.750000,14,0.980070,0.019930,12397,0.472015,0.537846,0.002090,0.139469,0.472015,0.000000,0,0.054850,0,0,0.088,0.589
s1196,co_wear_leveling,0.250000,combined,16,0.800000,14,0.980070,0.019930,12397,0.472015,0.537846,0.002090,0.139469,0.472015,0.000000,0,0.054850,0,0,0.088,0.542
s1196,co_wear_leveling,0.250000,combined,16,0.850000,15,0.990621,0.009379,14063,0.466434,0.536816,0.002341,0.150892,0.466434,0.000000,0,0.064025,0,1,0.090,0.657
s1196,co_wear_leveling,0.250000,combined,16,0.900000,16,0.996483,0.003517,16646,0.485250,0.539179,0.001040,0.111138,0.485250,0.000000,0,0.088507,0,0,0.102,0.729
s1196,co_wear_leveling,0.250000,combined,16,0.950000,17,0.998828,0.001172,19022,0.491195,0.548727,0.001346,0.117128,0.494485,0.000006,0,0.068861,0,0,0.102,0.780
s1196,co_wear_leveling,0.250000,combined,16,1.000000,18,1.000000,0.000000,20854,0.480330,0.533167,0.001012,0.110003,0.481939,0.000003,1,0.102162,1,1,0.104,0.822
s1196,co_wear_leveling,0.500000,combined,16,0.050000,1,0.165299,0.834701,75,0.559701,0.559701,0.000000,0.000000,0.559701,0.000000,0,-0.796240,0,0,0.012,0.008
s1196,co_wear_leveling,0.500000,combined,16,0.100000,2,0.270809,0.729191,260,0.485075,0.578358,0.008702,0.192308,0.485075,0.000000,0,-0.889448,0,0,0.011,0.030
s1196,co_wear_leveling,0.500000,combined,16,0.150000,3,0.370457,0.629543,655,0.543118,0.599502,0.003240,0.103817,0.543118,0.000000,0,-0.702163,0,0,0.017,0.046
s1196,co_wear_leveling,0.500000,combined,16,0.200000,4,0.466589,0.533411,1162,0.541978,0.606343,0.001444,0.118761,0.541978,0.000000,0,-0.559053,0,0,0.023,0.046
s1196,co_wear_leveling,0.500000,combined,16,0.250000,5,0.548652,0.451348,1729,0.516119,0.565672,0.000754,0.096009,0.516119,0.000000,0,-0.400544,0,0,0.029,0.069
s1196,co_wear_leveling,0.500000,combined,16,0.300000,5,0.548652,0.451348,1729,0.516119,0.565672,0.000754,0.096009,0.516119,0.000000,0,-0.400544,0,0,0.028,0.045
s1196,co_wear_leveling,0.500000,combined,16,0.350000,6,0.627198,0.372802,2307,0.478234,0.528607,0.000545,0.105332,0.478234,0.000000,0,-0.251592,0,0,0.035,0.100
s1196,co_wear_leveling,0.500000,combined,16,0.400000,7,0.702227,0.297773,3059,0.465885,0.519190,0.000673,0.114416,0.465885,0.000000,0,-0.161435,1,1,0.048,0.146
s1196,co_wear_leveling,0.500000,combined,16,0.450000,8,0.776084,0.223916,4051,0.472365,0.530784,0.000924,0.123673,0.472365,0.000000,0,-0.110137,1,0,0.049,0.199
s1196,co_wear_leveling,0.500000,combined,16,0.500000,9,0.830012,0.169988,5069,0.467017,0.564677,0.003217,0.209114,0.467017,0.000000,0,-0.145248,0,0,0.057,0.239
s1196,co_wear_leveling,0.500000,combined,16,0.550000,10,0.883939,0.116061,6634,0.495075,0.575373,0.002232,0.162195,0.495075,0.000000,0,-0.096902,0,0,0.063,0.289
s1196,co_wear_leveling,0.500000,combined,16,0.600000,11,0.915592,0.084408,7844,0.483779,0.552917,0.002248,0.142912,0.483779,0.000000,0,-0.037111,0,0,0.071,0.379
s1196,co_wear_leveling,0.500000,combined,16,0.650000,12,0.942556,0.057444,9178,0.475643,0.552861,0.002421,0.162345,0.475643,0.000000,0,-0.007810,0,0,0.077,0.438
s1196,co_wear_leveling,0.500000,combined,16,0.700000,13,0.962485,0.037515,10727,0.473682,0.537887,0.002058,0.135546,0.473682,0.000000,0,0.036652,0,0,0.082,0.519
s1196,co_wear_leveling,0.500000,combined,16,0.750000,14,0.980070,0.019930,12397,0.472015,0.537846,0.002090,0.139469,0.472015,0.000000,0,0.054850,0,0,0.086,0.588
s1196,co_wear_leveling,0.500000,combined,16,0.800000,14,0.980070,0.019930,12397,0.472015,0.537846,0.002090,0.139469,0.472015,0.000000,0,0.054850,0,0,0.085,0.578
s1196,co_wear_leveling,0.500000,combined,16,0.850000,15,0.990621,0.009379,14063,0.466434,0.536816,0.002341,0.150892,0.466434,0.000000,0,0.064025,0,1,0.094,0.651
s1196,co_wear_leveling,0.500000,combined,16,0.900000,16,0.996483,0.003517,16646,0.485250,0.539179,0.001040,0.111138,0.485250,0.000000,0,0.088507,0,0,0.103,0.722
s1196,co_wear_leveling,0.500000,combined,16,0.950000,17,0.998828,0.001172,19022,0.491195,0.548727,0.001346,0.117128,0.494485,0.000006,0,0.068861,0,0,0.100,0.752
s1196,co_wear_leveling,0.500000,combined,16,1.000000,18,1.000000,0.000000,20854,0.480330,0.533167,0.001012,0.110003,0.481939,0.000003,1,0.102162,1,1,0.104,0.818
s1196,co_wear_leveling,0.750000,combined,16,0.050000,1,0.165299,0.834701,75,0.559701,0.559701,0.000000,0.000000,0.559701,0.000000,0,-0.796240,0,0,0.012,0.008
s1196,co_wear_leveling,0.750000,combined,16,0.100000,2,0.270809,0.729191,260,0.485075,0.578358,0.008702,0.192308,0.485075,0.000000,0,-0.889448,0,0,0.011,0.018
s1196,co_wear_leveling,0.750000,combined,16,0.150000,3,0.370457,0.629543,655,0.543118,0.599502,0.003240,0.103817,0.543118,0.000000,0,-0.702163,0,0,0.017,0.032
s1196,co_wear_leveling,0.750000,combined,16,0.200000,4,0.466589,0.533411,1162,0.541978,0.606343,0.001444,0.118761,0.541978,0.000000,0,-0.559053,0,0,0.023,0.046
s1196,co_wear_leveling,0.750000,combined,16,0.250000,5,0.548652,0.451348,1729,0.516119,0.565672,0.000754,0.096009,0.516119,0.000000,0,-0.400544,0,0,0.029,0.073
s1196,co_wear_leveling,0.750000,combined,16,0.300000,5,0.548652,0.451348,1729,0.516119,0.565672,0.000754,0.096009,0.516119,0.000000,0,-0.400544,0,0,0.028,0.046
s1196,co_wear_leveling,0.750000,combined,16,0.350000,6,0.627198,0.372802,2307,0.478234,0.528607,0.000545,0.105332,0.478234,0.000000,0,-0.251592,0,0,0.034,0.102
s1196,co_wear_leveling,0.750000,combined,16,0.400000,7,0.702227,0.297773,3059,0.465885,0.519190,0.000673,0.114416,0.465885,0.000000,0,-0.161435,1,1,0.044,0.158
s1196,co_wear_leveling,0.750000,combined,16,0.450000,8,0.776084,0.223916,4051,0.472365,0.530784,0.000924,0.123673,0.472365,0.000000,0,-0.110137,1,0,0.049,0.212
s1196,co_wear_leveling,0.750000,combined,16,0.500000,9,0.830012,0.169988,5069,0.467017,0.564677,0.003217,0.209114,0.467017,0.000000,0,-0.145248,0,0,0.057,0.230
s1196,co_wear_leveling,0.750000,combined,16,0.550000,10,0.883939,0.116061,6634,0.495075,0.575373,0.002232,0.162195,0.495075,0.000000,0,-0.096902,0,0,0.062,0.291
s1196,co_wear_leveling,0.750000,combined,16,0.600000,11,0.915592,0.084408,7844,0.483779,0.552917,0.002248,0.142912,0.483779,0.000000,0,-0.037111,0,0,0.075,0.374
s1196,co_wear_leveling,0.750000,combined,16,0.650000,12,0.942556,0.057444,9178,0.475643,0.552861,0.002421,0.162345,0.475643,0.000000,0,-0.007810,0,0,0.074,0.445
s1196,co_wear_leveling,0.750000,combined,16,0.700000,13,0.962485,0.037515,10727,0.473682,0.537887,0.002058,0.135546,0.473682,0.000000,0,0.036652,0,0,0.086,0.516
s1196,co_wear_leveling,0.750000,combined,16,0.750000,14,0.980070,0.019930,12397,0.472015,0.537846,0.002090,0.139469,0.472015,0.000000,0,0.054850,0,0,0.088,0.577
s1196,co_wear_leveling,0.750000,combined,16,0.800000,14,0.980070,0.019930,12397,0.472015,0.537846,0.002090,0.139469,0.472015,0.000000,0,0.054850,0,0,0.017,0.104
s1196,co_wear_leveling,0.750000,combined,16,0.850000,15,0.990621,0.009379,14063,0.466434,0.536816,0.002341,0.150892,0.466434,0.000000,0,0.064025,0,1,0.017,0.125
s1196,co_wear_leveling,0.750000,combined,16,0.900000,16,0.996483,0.003517,16646,0.485250,0.539179,0.001040,0.111138,0.485250,0.000000,0,0.088507,0,0,0.019,0.137
s1196,co_wear_leveling,0.750000,combined,16,0.950000,17,0.998828,0.001172,19022,0.491195,0.548727,0.001346,0.117128,0.494485,0.000006,0,0.068861,0,0,0.020,0.146
s1196,co_wear_leveling,0.750000,combined,16,1.000000,18,1.000000,0.000000,20854,0.480330,0.533167,0.001012,0.110003,0.481939,0.000003,1,0.102162,1,1,0.020,0.154
s1196,co_wear_leveling,1.000000,combined,16,0.050000,1,0.165299,0.834701,75,0.559701,0.559701,0.000000,0.000000,0.559701,0.000000,0,-0.796240,0,0,0.017,0.008
s1196,co_wear_leveling,1.000000,combined,16,0.100000,2,0.270809,0.729191,260,0.485075,0.578358,0.008702,0.192308,0.485075,0.000000,0,-0.889448,0,0,0.012,0.021
s1196,co_wear_leveling,1.000000,combined,16,0.150000,3,0.370457,0.629543,655,0.543118,0.599502,0.003240,0.103817,0.543118,0.000000,0,-0.702163,0,0,0.017,0.052
s1196,co_wear_leveling,1.000000,combined,16,0.200000,4,0.466589,0.533411,1162,0.541978,0.606343,0.001444,0.118761,0.541978,0.000000,0,-0.559053,0,0,0.034,0.054
s1196,co_wear_leveling,1.000000,combined,16,0.250000,5,0.548652,0.451348,1729,0.516119,0.565672,0.000754,0.096009,0.516119,0.000000,0,-0.400544,0,0,0.030,0.080
s1196,co_wear_leveling,1.000000,combined,16,0.300000,5,0.548652,0.451348,1729,0.516119,0.565672,0.000754,0.096009,0.516119,0.000000,0,-0.400544,0,0,0.029,0.055
s1196,co_wear_leveling,1.000000,combined,16,0.350000,6,0.627198,0.372802,2307,0.478234,0.528607,0.000545,0.105332,0.478234,0.000000,0,-0.251592,0,0,0.035,0.105
s1196,co_wear_leveling,1.000000,combined,16,0.400000,7,0.702227,0.297773,3059,0.465885,0.519190,0.000673,0.114416,0.465885,0.000000,0,-0.161435,1,1,0.042,0.143
s1196,co_wear_leveling,1.000000,combined,16,0.450000,8,0.776084,0.223916,4051,0.472365,0.530784,0.000924,0.123673,0.472365,0.000000,0,-0.110137,1,0,0.049,0.194
s1196,co_wear_leveling,1.000000,combined,16,0.500000,9,0.830012,0.169988,5069,0.467017,0.564677,0.003217,0.209114,0.467017,0.000000,0,-0.145248,0,0,0.057,0.259
s1196,co_wear_leveling,1.000000,combined,16,0.550000,10,0.883939,0.116061,6634,0.495075,0.575373,0.002232,0.162195,0.495075,0.000000,0,-0.096902,0,0,0.065,0.295
s1196,co_wear_leveling,1.000000,combined,16,0.600000,11,0.915592,0.084408,7844,0.483779,0.552917,0.002248,0.142912,0.483779,0.000000,0,-0.037111,0,0,0.072,0.393
s1196,co_wear_leveling,1.000000,combined,16,0.650000,12,0.942556,0.057444,9178,0.475643,0.552861,0.002421,0.162345,0.475643,0.000000,0,-0.007810,0,0,0.083,0.448
s1196,co_wear_leveling,1.000000,combined,16,0.700000,13,0.962485,0.037515,10727,0.473682,0.537887,0.002058,0.135546,0.473682,0.000000,0,0.036652,0,0,0.085,0.533
s1196,co_wear_leveling,1.000000,combined,16,0.750000,14,0.980070,0.019930,12397,0.472015,0.537846,0.002090,0.139469,0.472015,0.000000,0,0.054850,0,0,0.088,0.581
s1196,co_wear_leveling,1.000000,combined,16,0.800000,14,0.980070,0.019930,12397,0.472015,0.537846,0.002090,0.139469,0.472015,0.000000,0,0.054850,0,0,0.088,0.580
s1196,co_wear_leveling,1.000000,combined,16,0.850000,15,0.990621,0.009379,14063,0.466434,0.536816,0.002341,0.150892,0.466434,0.000000,0,0.064025,0,1,0.093,0.668
s1196,co_wear_leveling,1.000000,combined,16,0.900000,16,0.996483,0.003517,16646,0.485250,0.539179,0.001040,0.111138,0.485250,0.000000,0,0.088507,0,0,0.103,0.730
s1196,co_wear_leveling,1.000000,combined,16,0.950000,17,0.998828,0.001172,19022,0.491195,0.548727,0.001346,0.117128,0.494485,0.000006,0,0.068861,0,0,0.102,0.758
s1196,co_wear_leveling,1.000000,combined,16,1.000000,18,1.000000,0.000000,20854,0.480330,0.533167,0.001012,0.110003,0.481939,0.000003,1,0.102162,1,1,0.124,0.815
s1196,random,0.500000,combined,16,0.050000,1,0.031653,0.968347,48,0.358209,0.358209,0.000000,0.000000,0.358209,0.000000,0,-0.600383,1,1,0.022,0.010
s1196,random,0.500000,combined,16,0.100000,2,0.131301,0.868699,273,0.509328,0.555970,0.002175,0.091575,0.509328,0.000000,0,-1.047471,0,0,0.016,0.039
s1196,random,0.500000,combined,16,0.150000,3,0.132474,0.867526,653,0.541459,0.594527,0.001610,0.098009,0.541459,0.000000,0,-1.045815,0,0,0.014,0.080
s1196,random,0.500000,combined,16,0.200000,4,0.237984,0.762016,1034,0.482276,0.520522,0.001167,0.079304,0.482276,0.000000,0,-0.774329,0,0,0.014,0.136
s1196,random,0.500000,combined,16,0.250000,5,0.248535,0.751465,1656,0.494328,0.547761,0.001561,0.108092,0.494328,0.000000,0,-0.841406,0,0,0.014,0.213
s1196,random,0.500000,combined,16,0.300000,5,0.248535,0.751465,1656,0.494328,0.547761,0.001561,0.108092,0.494328,0.000000,0,-0.841406,0,0,0.015,0.146
s1196,random,0.500000,combined,16,0.350000,6,0.302462,0.697538,2234,0.463101,0.523632,0.002258,0.130707,0.463101,0.000000,0,-0.815556,0,0,0.014,0.223
s1196,random,0.500000,combined,16,0.400000,7,0.376319,0.623681,3078,0.468779,0.514925,0.000710,0.098441,0.468779,0.000000,0,-0.568243,0,0,0.014,0.279
s1196,random,0.500000,combined,16,0.450000,8,0.378664,0.621336,4348,0.506996,0.560634,0.001205,0.105796,0.506996,0.000000,0,-0.694450,0,0,0.014,0.368
s1196,random,0.500000,combined,16,0.500000,9,0.543962,0.456038,5191,0.478257,0.534826,0.001425,0.118282,0.478257,0.000000,0,-0.505280,0,0,0.014,0.421
s1196,random,0.500000,combined,16,0.550000,10,0.549824,0.450176,6380,0.476119,0.524627,0.000994,0.101881,0.476119,0.000000,0,-0.441058,0,0,0.014,0.500
s1196,random,0.500000,combined,16,0.600000,11,0.567409,0.432591,7646,0.471568,0.517639,0.000763,0.097698,0.471568,0.000000,0,-0.387885,0,0,0.015,0.572
s1196,random,0.500000,combined,16,0.650000,12,0.649472,0.350528,8935,0.463049,0.505597,0.000589,0.091886,0.463049,0.000000,0,-0.268536,0,1,0.015,0.637
s1196,random,0.500000,combined,16,0.700000,13,0.676436,0.323564,10561,0.466352,0.495982,0.000352,0.063536,0.466352,0.000000,0,-0.210340,1,0,0.017,0.523
s1196,random,0.500000,combined,16,0.750000,14,0.696366,0.303634,12162,0.463067,0.498934,0.000308,0.077454,0.463067,0.000000,0,-0.184987,1,1,0.017,0.586
s1196,random,0.500000,combined,16,0.800000,14,0.696366,0.303634,12162,0.463067,0.498934,0.000308,0.077454,0.463067,0.000000,0,-0.184987,1,1,0.014,0.616
s1196,random,0.500000,combined,16,0.850000,15,0.771395,0.228605,14602,0.484312,0.533333,0.000745,0.101219,0.484312,0.000000,0,-0.206830,0,0,0.018,0.670
s1196,random,0.500000,combined,16,0.900000,16,0.849941,0.150059,15980,0.465835,0.511194,0.000648,0.097372,0.465835,0.000000,0,-0.081843,1,1,0.015,0.727
s1196,random,0.500000,combined,16,0.950000,17,0.946073,0.053927,18047,0.466018,0.525022,0.001280,0.126614,0.466528,0.000001,1,-0.067513,1,1,0.015,0.799
s1196,random,0.500000,combined,16,1.000000,18,1.000000,0.000000,20854,0.480330,0.533167,0.001012,0.110003,0.481939,0.000003,1,-0.004038,1,1,0.015,0.829
s1238,co,0.500000,combined,16,0.050000,1,0.167742,0.832258,81,0.558621,0.558621,0.000000,0.000000,0.558621,0.000000,0,-0.789885,0,0,0.005,0.008
s1238,co,0.500000,combined,16,0.100000,2,0.262366,0.737634,282,0.486207,0.582759,0.009322,0.198582,0.486207,0.000000,0,-0.900221,0,0,0.002,0.020
s1238,co,0.500000,combined,16,0.150000,3,0.353763,0.646237,726,0.556322,0.600000,0.003618,0.078512,0.556322,0.000000,0,-0.732738,0,0,0.001,0.038
s1238,co,0.500000,combined,16,0.200000,4,0.441935,0.558065,1263,0.544397,0.610345,0.001521,0.121140,0.544397,0.000000,0,-0.586124,0,0,0.001,0.060
s1238,co,0.500000,combined,16,0.250000,5,0.529032,0.470968,1590,0.438621,0.510345,0.002482,0.163522,0.438621,0.000000,0,-0.348211,0,0,0.001,0.090
s1238,co,0.500000,combined,16,0.300000,5,0.529032,0.470968,1590,0.438621,0.510345,0.002482,0.163522,0.438621,0.000000,0,-0.348211,0,0,0.001,0.048
s1238,co,0.500000,combined,16,0.350000,6,0.615054,0.384946,2243,0.429693,0.487356,0.001459,0.134195,0.429693,0.000000,0,-0.207916,0,0,0.001,0.098
s1238,co,0.500000,combined,16,0.400000,7,0.690323,0.309677,2967,0.417593,0.465025,0.000942,0.113583,0.417593,0.000000,0,-0.089677,1,1,0.001,0.133
s1238,co,0.500000,combined,16,0.450000,8,0.759140,0.240860,4332,0.466810,0.562069,0.003107,0.204063,0.466810,0.000000,0,-0.202463,0,1,0.001,0.197
s1238,co,0.500000,combined,16,0.500000,9,0.825806,0.174194,5877,0.500383,0.580843,0.002207,0.160796,0.500383,0.000000,0,-0.157076,0,0,0.001,0.287
s1238,co,0.500000,combined,16,0.550000,10,0.892473,0.107527,7174,0.494759,0.577931,0.002355,0.168107,0.494759,0.000000,0,-0.086976,0,0,0.001,0.316
s1238,co,0.500000,combined,16,0.600000,11,0.922581,0.077419,8569,0.488401,0.555486,0.002381,0.137356,0.488401,0.000000,0,-0.033476,0,0,0.002,0.394
s1238,co,0.500000,combined,16,0.650000,12,0.947312,0.052688,9995,0.478688,0.543103,0.002189,0.134567,0.478688,0.000000,0,0.015227,0,0,0.001,0.500
s1238,co,0.500000,combined,16,0.700000,13,0.965591,0.034409,11721,0.478311,0.541645,0.002295,0.132412,0.478311,0.000000,0,0.032195,0,0,0.002,0.549
s1238,co,0.500000,combined,16,0.750000,14,0.981720,0.018280,13531,0.476108,0.541379,0.002311,0.137093,0.476108,0.000000,0,0.050106,0,0,0.001,0.603
s1238,co,0.500000,combined,16,0.800000,14,0.981720,0.018280,13531,0.476108,0.541379,0.002311,0.137093,0.476108,0.000000,0,0.050106,0,0,0.001,0.515
s1238,co,0.500000,combined,16,0.850000,15,0.991398,0.008602,15354,0.470621,0.540230,0.002537,0.147909,0.470621,0.000000,0,0.059566,0,1,0.001,0.585
s1238,co,0.500000,combined,16,0.900000,16,0.996774,0.003226,18207,0.490490,0.545259,0.001100,0.111660,0.490490,0.000000,0,0.081582,0,0,0.001,0.621
s1238,co,0.500000,combined,16,0.950000,17,0.998925,0.001075,20636,0.492447,0.549696,0.001288,0.116253,0.495132,0.000004,0,0.073284,0,0,0.002,0.637
s1238,co,0.500000,combined,16,1.000000,18,1.000000,0.000000,22683,0.482822,0.535249,0.000998,0.108584,0.483716,0.000001,1,0.102596,1,1,0.002,0.607
s1238,combined,0.500000,combined,16,0.050000,1,0.167742,0.832258,81,0.558621,0.558621,0.000000,0.000000,0.558621,0.000000,0,-0.789885,0,0,0.005,0.006
s1238,combined,0.500000,combined,16,0.100000,2,0.262366,0.737634,282,0.486207,0.582759,0.009322,0.198582,0.486207,0.000000,0,-0.900221,0,0,0.002,0.016
s1238,combined,0.500000,combined,16,0.150000,3,0.353763,0.646237,726,0.556322,0.600000,0.003618,0.078512,0.556322,0.000000,0,-0.732738,0,0,0.001,0.028
s1238,combined,0.500000,combined,16,0.200000,4,0.441935,0.558065,1263,0.544397,0.610345,0.001521,0.121140,0.544397,0.000000,0,-0.586124,0,0,0.001,0.042
s1238,combined,0.500000,combined,16,0.250000,5,0.529032,0.470968,1590,0.438621,0.510345,0.002482,0.163522,0.438621,0.000000,0,-0.348211,0,0,0.001,0.060
s1238,combined,0.500000,combined,16,0.300000,5,0.529032,0.470968,1590,0.438621,0.510345,0.002482,0.163522,0.438621,0.000000,0,-0.348211,0,0,0.001,0.039
s1238,combined,0.500000,combined,16,0.350000,6,0.615054,0.384946,2243,0.429693,0.487356,0.001459,0.134195,0.429693,0.000000,0,-0.207916,0,0,0.001,0.097
s1238,combined,0.500000,combined,16,0.400000,7,0.690323,0.309677,2967,0.417593,0.465025,0.000942,0.113583,0.417593,0.000000,0,-0.089677,1,1,0.001,0.127
s1238,combined,0.500000,combined,16,0.450000,8,0.759140,0.240860,4332,0.466810,0.562069,0.003107,0.204063,0.466810,0.000000,0,-0.202463,0,1,0.001,0.155
s1238,combined,0.500000,combined,16,0.500000,9,0.825806,0.174194,5877,0.500383,0.580843,0.002207,0.160796,0.500383,0.000000,0,-0.157076,0,0,0.001,0.209
s1238,combined,0.500000,combined,16,0.550000,10,0.892473,0.107527,7174,0.494759,0.577931,0.002355,0.168107,0.494759,0.000000,0,-0.086976,0,0,0.001,0.269
s1238,combined,0.500000,combined,16,0.600000,11,0.922581,0.077419,8569,0.488401,0.555486,0.002381,0.137356,0.488401,0.000000,0,-0.033476,0,0,0.001,0.364
s1238,combined,0.500000,combined,16,0.650000,12,0.947312,0.052688,9995,0.478688,0.543103,0.002189,0.134567,0.478688,0.000000,0,0.015227,0,0,0.001,0.425
s1238,combined,0.500000,combined,16,0.700000,13,0.965591,0.034409,11721,0.478311,0.541645,0.002295,0.132412,0.478311,0.000000,0,0.032195,0,0,0.001,0.501
s1238,combined,0.500000,combined,16,0.750000,14,0.981720,0.018280,13531,0.476108,0.541379,0.002311,0.137093,0.476108,0.000000,0,0.050106,0,0,0.001,0.606
s1238,combined,0.500000,combined,16,0.800000,14,0.981720,0.018280,13531,0.476108,0.541379,0.002311,0.137093,0.476108,0.000000,0,0.050106,0,0,0.001,0.560
s1238,combined,0.500000,combined,16,0.850000,15,0.991398,0.008602,15354,0.470621,0.540230,0.002537,0.147909,0.470621,0.000000,0,0.059566,0,1,0.001,0.672
s1238,combined,0.500000,combined,16,0.900000,16,0.996774,0.003226,18207,0.490490,0.545259,0.001100,0.111660,0.490490,0.000000,0,0.081582,0,0,0.001,0.766
s1238,combined,0.500000,combined,16,0.950000,17,0.998925,0.001075,20636,0.492447,0.549696,0.001288,0.116253,0.495132,0.000004,0,0.073284,0,0,0.002,0.816
s1238,combined,0.500000,combined,16,1.000000,18,1.000000,0.000000,22683,0.482822,0.535249,0.000998,0.108584,0.483716,0.000001,1,0.102596,1,1,0.002,0.869
s1238,combined_wear,0.000000,combined,16,0.050000,1,0.167742,0.832258,81,0.558621,0.558621,0.000000,0.000000,0.558621,0.000000,0,-0.789885,0,0,0.001,0.002
s1238,combined_wear,0.000000,combined,16,0.100000,2,0.262366,0.737634,282,0.486207,0.582759,0.009322,0.198582,0.486207,0.000000,0,-0.900221,0,0,0.000,0.004
s1238,combined_wear,0.000000,combined,16,0.150000,3,0.353763,0.646237,726,0.556322,0.600000,0.003618,0.078512,0.556322,0.000000,0,-0.732738,0,0,0.000,0.007
s1238,combined_wear,0.000000,combined,16,0.200000,4,0.441935,0.558065,1263,0.544397,0.610345,0.001521,0.121140,0.544397,0.000000,0,-0.586124,0,0,0.000,0.011
s1238,combined_wear,0.000000,combined,16,0.250000,5,0.529032,0.470968,1590,0.438621,0.510345,0.002482,0.163522,0.438621,0.000000,0,-0.348211,0,0,0.000,0.015
s1238,combined_wear,0.000000,combined,16,0.300000,5,0.529032,0.470968,1590,0.438621,0.510345,0.002482,0.163522,0.438621,0.000000,0,-0.348211,0,0,0.000,0.010
s1238,combined_wear,0.000000,combined,16,0.350000,6,0.615054,0.384946,2243,0.429693,0.487356,0.001459,0.134195,0.429693,0.000000,0,-0.207916,0,0,0.000,0.020
s1238,combined_wear,0.000000,combined,16,0.400000,7,0.690323,0.309677,2967,0.417593,0.465025,0.000942,0.113583,0.417593,0.000000,0,-0.089677,1,1,0.000,0.025
s1238,combined_wear,0.000000,combined,16,0.450000,8,0.759140,0.240860,4332,0.466810,0.562069,0.003107,0.204063,0.466810,0.000000,0,-0.202463,0,1,0.000,0.035
s1238,combined_wear,0.000000,combined,16,0.500000,9,0.825806,0.174194,5877,0.500383,0.580843,0.002207,0.160796,0.500383,0.000000,0,-0.157076,0,0,0.000,0.048
s1238,combined_wear,0.000000,combined,16,0.550000,10,0.892473,0.107527,7174,0.494759,0.577931,0.002355,0.168107,0.494759,0.000000,0,-0.086976,0,0,0.000,0.062
s1238,combined_wear,0.000000,combined,16,0.600000,11,0.922581,0.077419,8569,0.488401,0.555486,0.002381,0.137356,0.488401,0.000000,0,-0.033476,0,0,0.000,0.075
s1238,combined_wear,0.000000,combined,16,0.650000,12,0.947312,0.052688,9995,0.478688,0.543103,0.002189,0.134567,0.478688,0.000000,0,0.015227,0,0,0.000,0.092
s1238,combined_wear,0.000000,combined,16,0.700000,13,0.965591,0.034409,11721,0.478311,0.541645,0.002295,0.132412,0.478311,0.000000,0,0.032195,0,0,0.000,0.107
s1238,combined_wear,0.000000,combined,16,0.750000,14,0.981720,0.018280,13531,0.476108,0.541379,0.002311,0.137093,0.476108,0.000000,0,0.050106,0,0,0.000,0.120
s1238,combined_wear,0.000000,combined,16,0.800000,14,0.981720,0.018280,13531,0.476108,0.541379,0.002311,0.137093,0.476108,0.000000,0,0.050106,0,0,0.000,0.108
s1238,combined_wear,0.000000,combined,16,0.850000,15,0.991398,0.008602,15354,0.470621,0.540230,0.002537,0.147909,0.470621,0.000000,0,0.059566,0,1,0.000,0.131
s1238,combined_wear,0.000000,combined,16,0.900000,16,0.996774,0.003226,18207,0.490490,0.545259,0.001100,0.111660,0.490490,0.000000,0,0.081582,0,0,0.000,0.603
s1238,combined_wear,0.000000,combined,16,0.950000,17,0.998925,0.001075,20636,0.492447,0.549696,0.001288,0.116253,0.495132,0.000004,0,0.073284,0,0,0.002,0.815
s1238,combined_wear,0.000000,combined,16,1.000000,18,1.000000,0.000000,22683,0.482822,0.535249,0.000998,0.108584,0.483716,0.000001,1,0.102596,1,1,0.002,0.880
s1238,combined_wear,0.250000,combined,16,0.050000,1,0.167742,0.832258,81,0.558621,0.558621,0.000000,0.000000,0.558621,0.000000,0,-0.812970,0,0,0.006,0.007
